"date_received","sender_name","sender_domain","subject","aol_inbox_percent","aol_spam_percent","aol_read_rate","aol_read_delete_rate","aol_delete_rate","google_inbox_percent","google_spam_percent","google_read_rate","google_read_delete_rate","google_delete_rate","yahoo_inbox_percent","yahoo_spam_percent","yahoo_read_rate","yahoo_read_delete_rate","yahoo_delete_rate","outlook_inbox_percent","outlook_spam_percent","outlook_read_rate","outlook_read_delete_rate","outlook_delete_rate","actual_aol_volume","actual_google_volume","actual_yahoo_volume","actual_outlook_volume","actual_overall_volume","90_day_average_panel_size","overall_volume","overall_inbox_placement","read_rate","read_delete_rate","delete_rate","image_link","email_link","source","link_count","broken_link_count","redirect_count","bad_redirect_count","esp_names","company_name","company_address1","company_address2","company_city","company_state","company_zip","company_phone","company_fax","mta_ips"
"02/29/2016","newsletter@e.clickondetroit.com","e.clickondetroit.com","Contests on ClickOnDetroit.com","100.00","0.00","12.50","12.50","12.50","100.00","0.00","20.00","10.00","10.00","100.00","0.00","","","","","","","","","8","10","3","0","21","858873","60146","100.00","14.29","9.52","9.52","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/05db3e95-bc28-4553-859c-49314483d491.jpg","http://app.emailanalyst.com/rest/secure/email/body/05db3e95-bc28-4553-859c-49314483d491","seed+panel","18","5","1","4","SailThru","Graham Holdings Company","1150 15th Street NW","11th Floor","Washington","DC","20071","+1 202-334-6000","+1 202-334-5075","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.173|173.228.155.180|204.153.121.10|173.228.155.53|173.228.155.20"
"02/29/2016","inbox@citypages-insider.com","citypages-insider.com","Guest Appreciation Night","","","","","","100.00","0.00","25.00","25.00","0.00","","","","","","","","","","","0","8","0","0","8","858873","22913","100.00","25.00","25.00","0.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/0e98c909-b0dc-4d51-9761-628647fd67cb.jpg","http://app.emailanalyst.com/rest/secure/email/body/0e98c909-b0dc-4d51-9761-628647fd67cb","seed+panel","12","2","5","2","SendGrid","Star Tribune Company","425 Portland Av. S.","","Minneapolis","MN","55488","(612) 673-4000","","198.37.152.109"
"02/29/2016","email@e.washingtonpost.com","e.washingtonpost.com","WorldViews: The many ways Canada's Trudeau is the anti-Trump","","","","","","100.00","0.00","27.27","18.18","45.45","100.00","0.00","","","","","","","","","0","11","1","0","12","858873","34369","100.00","25.00","16.67","41.67","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/6f97834c-878e-402d-a963-ce5a1389fb86.jpg",,"panel","0","0","0","0","SailThru","Nash Holdings LLC","P.O. Box 94314","","Seattle","WA","98124","+1 206-812-8767","","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.173|173.228.155.149|204.153.121.10|173.228.155.20|173.228.155.53"
"02/29/2016","email@politicoemail.com","politicoemail.com","POLITICO's Prescription Pulse: Opioid bill hits Senate floor — Scaling back 340B to help drug pricing — Kyle Bass' pharma patent war slows down","100.00","0.00","","","","93.33","6.67","0.00","0.00","28.57","100.00","0.00","","","","","","","","","1","15","1","0","17","858873","48690","94.12","0.00","0.00","25.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/0f19671b-eec1-4c04-9cdf-e5569970ecfa.jpg","http://app.emailanalyst.com/rest/secure/email/body/0f19671b-eec1-4c04-9cdf-e5569970ecfa","seed+panel","23","5","17","5","Salesforce Marketing Cloud","Capitol News Company, LLC.","1100 Wilson. Blvd.","Suite 601","Arlington","VA","22209","(703) 647-7680","","68.232.198.10"
"02/29/2016","csreditor@cityandstateny.com","cityandstateny.com","City & State Reports First Read","100.00","0.00","100.00","100.00","0.00","92.86","7.14","15.38","0.00","69.23","","","","","","100.00","0.00","","","","1","14","0","1","16","858873","45826","93.75","20.00","6.67","60.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/fb35e137-382d-4386-a561-7b41d177dfb3.jpg","http://app.emailanalyst.com/rest/secure/email/body/fb35e137-382d-4386-a561-7b41d177dfb3","seed+panel","24","5","21","4","SailThru","City And State NY","79 Madison Avenue","","New York","NY","10016","+1 212-284-9712","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|204.153.121.10|173.228.155.20|173.228.155.53"
"02/29/2016","dailybrief@huffingtonpost.com","huffingtonpost.com","Sorry, Sam: here are 10 gay Oscar winners","100.00","0.00","0.00","0.00","50.00","87.50","12.50","5.71","2.86","77.14","100.00","0.00","","","","","","","","","2","40","2","0","44","858873","126021","88.64","5.13","2.56","71.79","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/560df053-d563-4961-8b6a-9a5e3ab04441.jpg",,"panel","0","0","0","0","SailThru","AOL LLC","770 Broadway","","New York","NY","10003","(212) 652-6400","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.20|173.228.155.53"
"02/29/2016","newsletter@email.blackamericaweb.com","email.blackamericaweb.com","Ohio Pastor Killed By Brother; The Best Oscar Moments; Is Oprah Hurting Weight Watchers?","83.33","16.67","10.00","0.00","30.00","100.00","0.00","25.93","7.41","66.67","100.00","0.00","30.00","20.00","10.00","","","","","","12","27","10","0","49","858873","140342","95.92","23.40","8.51","46.81","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/64a22322-41e5-4d19-837d-e2cebd245801.jpg","http://app.emailanalyst.com/rest/secure/email/body/64a22322-41e5-4d19-837d-e2cebd245801","seed+panel","74","3","56","2","SailThru","","","","","","","","","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.173|173.228.155.180|173.228.155.149|204.153.121.10"
"02/29/2016","ezines@arcamax.com","arcamax.com","Want to reduce headache pain and other symptoms?","50.00","50.00","50.00","100.00","0.00","62.94","37.06","5.61","0.93","55.14","50.00","50.00","","","","","","","","","2","170","2","0","174","858873","498359","62.64","6.42","1.83","54.13","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/bbf108e4-9041-41cf-b1bc-a64be2e612b4.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.142|216.174.43.153|216.174.43.141|216.174.43.152|216.174.43.148|216.174.43.147|216.174.43.149|216.174.43.155|216.174.43.144|216.174.43.143|216.174.43.154|216.174.43.157|216.174.43.146|216.174.43.156|216.174.43.145"
"02/29/2016","info@signonsandiego.messages4.com","signonsandiego.messages4.com","Limited time, limited offer! 12 Courses with Certificate at the Shaw Academy, Only $10.99!","100.00","0.00","0.00","0.00","50.00","90.91","9.09","10.00","3.33","40.00","100.00","0.00","","","","","","","","","2","33","1","0","36","858873","103108","91.67","6.06","3.03","36.36","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/46abc8a7-4895-48f6-a9a1-0988e54da136.jpg","http://app.emailanalyst.com/rest/secure/email/body/46abc8a7-4895-48f6-a9a1-0988e54da136","seed+panel","28","0","4","0","SilverPOP","The San Diego Union-Tribune, LLC","350 Camino de la Reina","","San Diego","CA","92108","(800) 533-8830","(619) 718-5296","74.121.52.147"
"02/29/2016","ezines@arcamax.com","arcamax.com","Learn about affordable and confidential drug rehab options here","100.00","0.00","20.00","20.00","20.00","82.73","17.27","0.87","0.87","64.35","100.00","0.00","0.00","0.00","100.00","0.00","100.00","","","","10","139","1","1","151","858873","432484","83.44","2.38","2.38","61.11","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/85bcca23-6b7b-4f0c-ab54-d8e41ba12160.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.153|216.174.43.142|216.174.43.141|216.174.43.152|216.174.43.148|216.174.43.147|216.174.43.149|216.174.43.144|216.174.43.155|216.174.43.154|216.174.43.143|216.174.43.146|216.174.43.157|216.174.43.156|216.174.43.145"
"02/29/2016","ezines@arcamax.com","arcamax.com","[REDACTED] for Monday February 29, 2016","92.31","7.69","8.33","8.33","8.33","84.40","15.60","17.82","12.21","60.40","86.36","13.64","15.79","15.79","21.05","100.00","0.00","0.00","0.00","100.00","13","359","22","1","395","858873","1131333","84.81","8.96","5.37","31.04","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/d6f865b7-9309-4af0-a830-ebca54514b84.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.153|216.174.43.142|216.174.43.141|216.174.43.152|216.174.43.147|216.174.43.149|216.174.43.144|216.174.43.155|216.174.43.143|216.174.43.154|216.174.43.157|216.174.43.146|216.174.43.145|216.174.43.156"
"02/29/2016","ezines@arcamax.com","arcamax.com","[REDACTED] for February 29","100.00","0.00","33.33","33.33","0.00","88.24","11.76","11.11","0.00","75.56","92.86","7.14","15.38","0.00","15.38","100.00","0.00","","","","3","51","14","1","69","858873","197625","89.86","12.90","1.61","53.23","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/50c0ffa1-6420-4c1f-8bdf-70ffd1efb3eb.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.142|216.174.43.153|216.174.43.152|216.174.43.141|216.174.43.147|216.174.43.149|216.174.43.155|216.174.43.144|216.174.43.143|216.174.43.154|216.174.43.157|216.174.43.146|216.174.43.156|216.174.43.145"
"02/29/2016","email@e.washingtonpost.com","e.washingtonpost.com","Campaign 2016: Ahead of Super Tuesday, Clinton shifts her attention to a likely match-up with Trump","","","","","","100.00","0.00","11.11","0.00","55.56","100.00","0.00","","","","","","","","","0","9","1","0","10","858873","28641","100.00","10.00","0.00","50.00","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/40c35996-6893-4416-b07a-4926c013af40.jpg",,"panel","0","0","0","0","SailThru","Nash Holdings LLC","P.O. Box 94314","","Seattle","WA","98124","+1 206-812-8767","","173.228.155.175|173.228.155.174|173.228.155.173|204.153.121.10|173.228.155.53"
"02/29/2016","update@rasmussenreports.com","rasmussenreports.com","Support for Clinton Up Among Democrats Nationally","100.00","0.00","50.00","25.00","0.00","71.43","28.57","10.00","10.00","56.67","100.00","0.00","13.95","6.98","20.93","100.00","0.00","0.00","0.00","50.00","4","42","43","2","91","858873","260636","86.81","13.92","8.86","34.18","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/8b1aac63-45ae-4954-b702-c9182e0959f8.jpg","http://app.emailanalyst.com/rest/secure/email/body/8b1aac63-45ae-4954-b702-c9182e0959f8","seed+panel","15","0","2","0","ConstantContact","Rasmussen Reports","625 Cookman Avenue","","Asbury Park","NJ","07712","(732) 776-9777","","128.91.86.254|192.17.82.70|208.75.123.4|208.75.123.104|208.75.123.103|208.75.123.201|208.75.123.200|208.75.123.3"
"02/29/2016","dailybrief@huffingtonpost.com","huffingtonpost.com","This province has the biggest average paycheques","","","","","","86.67","13.33","15.38","7.69","61.54","100.00","0.00","","","","","","","","","0","15","2","0","17","858873","48690","88.24","13.33","6.67","53.33","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/861f576d-2864-45b8-8999-233a4fd77af6.jpg",,"panel","0","0","0","0","SailThru","AOL LLC","770 Broadway","","New York","NY","10003","(212) 652-6400","","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.53|173.228.155.20"
"02/29/2016","access@interactive.wsj.com","interactive.wsj.com","Money Rates","100.00","0.00","","","","90.91","9.09","0.00","0.00","30.00","50.00","50.00","","","","","","","","","1","11","2","0","14","858873","40097","85.71","0.00","0.00","25.00","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/2e04e4bf-efc1-4146-b03f-01925ceab5bb.jpg",,"panel","0","0","0","0","","News Corporation","1211 Avenue of the Americas","4th Floor","New York","NY","10036","(212) 416-3400","","205.203.100.47|205.203.100.36|205.203.100.46"
"02/29/2016","email@e.washingtonpost.com","e.washingtonpost.com","Technology News Alert: Apple’s congressional testimony: ‘Dangerous precedent’ would weaken all iPhones","","","","","","97.50","2.50","10.26","0.00","38.46","100.00","0.00","100.00","100.00","0.00","","","","","","0","40","1","0","41","858873","117429","97.56","12.50","2.50","37.50","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/7b7f179c-acea-42dc-9c32-94ca09f0746e.jpg","http://app.emailanalyst.com/rest/secure/email/body/7b7f179c-acea-42dc-9c32-94ca09f0746e","seed+panel","16","2","9","2","SailThru","Nash Holdings LLC","P.O. Box 94314","","Seattle","WA","98124","+1 206-812-8767","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.53|173.228.155.20"
"02/29/2016","ezines@arcamax.com","arcamax.com","Best of [REDACTED] and [REDACTED]","100.00","0.00","","","","73.33","26.67","6.82","0.00","75.00","100.00","0.00","","","","","","","","","1","60","1","0","62","858873","177576","74.19","6.52","0.00","63.04","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/01e3d075-1ef6-4c3a-a07d-1c1950a465c9.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.142|216.174.43.153|216.174.43.141|216.174.43.152|216.174.43.148|216.174.43.147|216.174.43.149|216.174.43.155|216.174.43.144|216.174.43.143|216.174.43.154|216.174.43.146|216.174.43.157|216.174.43.156|216.174.43.145"
"02/29/2016","ezines@arcamax.com","arcamax.com","Take your pick of [REDACTED]","100.00","0.00","0.00","0.00","100.00","71.43","28.57","9.00","3.00","58.00","","","","","","0.00","100.00","","","","2","140","0","1","143","858873","409571","71.33","8.82","2.94","49.02","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/3e4a1ace-a4b2-4ab3-b451-d37f806187a5.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.153|216.174.43.142|216.174.43.141|216.174.43.152|216.174.43.148|216.174.43.147|216.174.43.149|216.174.43.155|216.174.43.144|216.174.43.143|216.174.43.154|216.174.43.146|216.174.43.157|216.174.43.145|216.174.43.156"
"02/29/2016","lemonde@info.lemonde.fr","info.lemonde.fr","A vos marques : Ligue 1 : une utile leçon de modestie pour le PSG - Athlétisme : quand le fils Diack évoquait le « rôle politique joué par la Russie » au Sénégal","","","","","","85.71","14.29","22.22","0.00","22.22","100.00","0.00","","","","100.00","0.00","0.00","0.00","50.00","0","21","5","2","28","858873","80195","89.29","16.00","0.00","20.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/8fb6db2d-3f96-466f-b707-afe57bad31fe.jpg","http://app.emailanalyst.com/rest/secure/email/body/8fb6db2d-3f96-466f-b707-afe57bad31fe","seed+panel","44","37","1","0","Experian Marketing Services","Le Monde SA","80, boulevard Auguste Blanqui","Cedex 13","Paris","","75707","33 1 57 28 20 00","33 1 57 28 21 21","193.49.184.8|178.248.187.61|178.248.187.60|178.248.187.62|178.248.187.59"
"02/29/2016","emails@thedailybeast.com","thedailybeast.com","Klansmen and Mobsters in Trump’s Closet","100.00","0.00","12.50","12.50","25.00","95.65","4.35","13.64","4.55","55.45","100.00","0.00","20.00","13.33","6.67","100.00","0.00","50.00","0.00","50.00","8","115","15","2","140","858873","400978","96.43","14.81","5.93","47.41","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/eb872bca-01c3-404d-907e-277ffbda9fc5.jpg","http://app.emailanalyst.com/rest/secure/email/body/eb872bca-01c3-404d-907e-277ffbda9fc5","seed+panel","79","2","67","0","SailThru","IAC/InterActiveCorp","555 West 18th Street","","New York","NY","10011","(212) 314-7300","(212) 314-7309","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.180|204.153.121.10|173.228.155.149|173.228.155.20|173.228.155.53"
"02/29/2016","membership@sfchronicle.com","sfchronicle.com","Final Day | Love Local with a Discounted Subscription to the Chronicle","81.82","18.18","22.22","11.11","11.11","98.97","1.03","5.21","1.04","41.67","100.00","0.00","0.00","0.00","40.00","100.00","0.00","","","","11","97","5","1","114","858873","326511","97.37","6.31","1.80","38.74","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/b4a8b59f-76a6-48e1-8979-4d9a9a80d9e1.jpg","http://app.emailanalyst.com/rest/secure/email/body/b4a8b59f-76a6-48e1-8979-4d9a9a80d9e1","seed+panel","25","4","5","0","SailThru","The Hearst Corporation","300 West 57th Street","","New York","NY","10019","(212) 649-2000","(212) 649-2639","204.153.121.141|204.153.121.120|204.153.121.38|204.153.121.95|204.153.121.94|204.153.121.42|204.153.121.64|204.153.121.43|204.153.121.68|204.153.121.67|204.153.121.90|204.153.121.93|204.153.121.70|204.153.121.92|204.153.121.116|208.97.132.17"
"02/29/2016","ezines@arcamax.com","arcamax.com","As Seen on TV [REDACTED] for you","","","","","","71.43","28.57","0.00","0.00","90.00","","","","","","","","","","","0","14","0","0","14","858873","40097","71.43","0.00","0.00","90.00","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/e80503e0-d064-4b45-94b0-6242e293633f.jpg",,"panel","0","0","0","0","","ArcaMax Publishing, Inc.","729 Thimble Shoals Blvd","Suite 1-B","Newport News","VA","23606","(757) 596-9730","(757) 596-9731","216.174.43.151|216.174.43.150|216.174.43.153|216.174.43.141|216.174.43.147|216.174.43.154|216.174.43.146|216.174.43.157|216.174.43.145|216.174.43.156"
"02/29/2016","nytdirect@nytimes.com","nytimes.com","Cooking: 8 Recipes for Now","100.00","0.00","10.00","10.00","10.00","96.75","3.25","14.77","3.36","48.99","100.00","0.00","0.00","0.00","7.14","50.00","50.00","50.00","100.00","100.00","10","154","14","2","180","858873","515544","96.67","13.79","4.02","43.10","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/f4ad3236-2a78-41e6-a3c5-f126bdac8ebf.jpg",,"panel","0","0","0","0","","The New York Times Company","620 8th Avenue","","New York","NY","10018","(212) 556-1234","","170.149.174.71|170.149.174.72|170.149.168.71|170.149.168.72|170.149.168.73|170.149.174.73|170.149.168.74|170.149.174.74"
"02/29/2016","nytdirect@nytimes.com","nytimes.com","Upshot: ""The Unimaginable Should Now Be Counted as Possible""","100.00","0.00","66.67","0.00","33.33","93.33","6.67","21.43","10.71","53.57","100.00","0.00","","","","100.00","0.00","0.00","0.00","50.00","3","60","1","2","66","858873","189032","93.94","22.58","9.68","51.61","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/8dbd80b6-d238-401a-8099-62e0fc8d01ff.jpg","http://app.emailanalyst.com/rest/secure/email/body/8dbd80b6-d238-401a-8099-62e0fc8d01ff","seed+panel","34","22","10","22","","The New York Times Company","620 8th Avenue","","New York","NY","10018","(212) 556-1234","","170.149.168.71|170.149.168.72|170.149.168.73|170.149.168.74"
"02/29/2016","info@prospect.org","prospect.org","Today at the Prospect: The Cost of Sanders's Health Plan | Donald Trump: Con Man","100.00","0.00","","","","100.00","0.00","22.22","22.22","11.11","100.00","0.00","","","","","","","","","1","9","1","0","11","858873","31505","100.00","18.18","18.18","9.09","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/49f0b48f-8414-451e-9785-7a386e238a2e.jpg","http://app.emailanalyst.com/rest/secure/email/body/49f0b48f-8414-451e-9785-7a386e238a2e","seed+panel","9","0","8","0","","The American Prospect, Inc.","1710 Rhode Island Avenue NW","12th Floor","Washington","DC","20036","(202) 776-0730","","192.82.209.98|192.82.209.22|192.82.209.86|192.82.209.14|192.82.209.18|192.82.209.90|192.82.209.29|192.82.209.224|192.82.209.39|192.82.209.84|192.82.209.95|192.82.209.92"
"02/29/2016","access@interactive.wsj.com","interactive.wsj.com","WSJ MARKETS ALERT: Argentina, Holdout Creditors Agree to $4.65 Billion Settlement","100.00","0.00","57.14","57.14","0.00","75.00","25.00","28.57","9.52","28.57","33.33","66.67","","","","","","","","","7","28","3","0","38","858873","108837","76.32","34.48","20.69","20.69","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/81d78edf-6dd0-4a13-9702-a91953ecac5b.jpg","http://app.emailanalyst.com/rest/secure/email/body/81d78edf-6dd0-4a13-9702-a91953ecac5b","seed+panel","15","4","17","0","","News Corporation","1211 Avenue of the Americas","4th Floor","New York","NY","10036","(212) 416-3400","","205.203.100.48|205.203.100.58|205.203.100.47|205.203.100.36|205.203.100.39|205.203.100.49|205.203.100.38|205.203.100.46|205.203.100.57|205.203.100.56"
"02/29/2016","newsmax@reply.newsmax.com","reply.newsmax.com","Buffett: Keep Buying IBM; Gold Is Biggest Winner; Crushing Debt for Arab Countries","93.33","6.67","0.00","0.00","42.86","76.87","23.13","9.75","2.97","64.83","90.00","10.00","5.56","5.56","19.44","33.33","66.67","","","","30","307","40","3","380","858873","1088371","79.21","8.31","2.99","56.81","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/b1bcc5d0-9293-46d8-9eee-e891a0e92087.jpg","http://app.emailanalyst.com/rest/secure/email/body/b1bcc5d0-9293-46d8-9eee-e891a0e92087","seed+panel","16","0","0","0","","Newsmax Media Inc.","P.O. Box 20989","","West Palm Beach","FL","33416","(800) 485-4350","(561) 686-3350","8.28.94.197|8.28.94.198|8.28.94.195|8.28.94.196|8.28.94.193|8.28.94.194|8.28.94.192|107.14.174.244|204.11.168.155|8.28.94.209|8.28.94.208|8.28.94.216|8.28.94.217|8.28.94.214|8.28.94.215|8.28.94.212|8.28.94.213|8.28.94.210|8.28.94.199|8.28.94.211"
"02/29/2016","newsletter@enews.nationalmemo.com","enews.nationalmemo.com","Most Americans are ignoring this $23,881 paycheck","96.55","3.45","14.29","14.29","17.86","84.21","15.79","7.81","1.56","57.81","100.00","0.00","7.89","5.26","23.68","0.00","100.00","50.00","50.00","0.00","29","76","38","2","145","858873","415299","89.66","10.00","6.15","39.23","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/61c45db3-c9cf-4775-9c73-2a7296cfd57c.jpg","http://app.emailanalyst.com/rest/secure/email/body/61c45db3-c9cf-4775-9c73-2a7296cfd57c","seed+panel","7","0","2","0","MailChimp","Eastern Harbor Media, LLC.","90 Park Avenue 15Th Floor","","New York","NY","10016","","","198.2.183.121|198.2.190.85|198.2.182.19|198.2.190.158|205.201.128.2|198.2.182.181|198.2.190.189|198.2.181.64|198.2.190.186|198.2.129.82|198.2.182.158|198.2.182.24|198.2.182.50|198.2.182.83|198.2.182.132|205.201.128.55|205.201.128.54|205.201.131.45|198.2.183.82|205.201.135.216"
"02/29/2016","email@e.washingtonpost.com","e.washingtonpost.com","The Post Most: The Republican Party’s implosion over Donald Trump’s candidacy has arrived","100.00","0.00","0.00","0.00","50.00","81.25","18.75","9.89","2.20","51.65","100.00","0.00","0.00","0.00","55.56","","","","","","4","112","9","0","125","858873","358016","83.20","8.65","1.92","51.92","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/0117f0f4-705b-47a1-97dd-f27d2f383b56.jpg",,"panel","0","0","0","0","SailThru","Nash Holdings LLC","P.O. Box 94314","","Seattle","WA","98124","+1 206-812-8767","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|204.153.121.10|173.228.155.149|173.228.155.20|173.228.155.53"
"02/29/2016","mashabletopstories@mail.mashable.com","mail.mashable.com","Stacey Dash brought the absolute cringe-iest moment to the Oscars and 10 More","100.00","0.00","","","","97.17","2.83","10.68","1.94","58.25","90.91","9.09","10.00","10.00","30.00","66.67","33.33","","","","1","106","11","3","121","858873","346560","95.87","10.34","2.59","54.31","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/2830ef05-8928-476f-9a8a-ff51b8dae124.jpg","http://app.emailanalyst.com/rest/secure/email/body/2830ef05-8928-476f-9a8a-ff51b8dae124","seed+panel","72","3","36","0","SailThru","Mashable, Inc.","304 Park Avenue South","","New York","NY","10010","","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|204.153.121.10|173.228.155.149|173.228.155.20|173.228.155.53"
"02/29/2016","email@e.washingtonpost.com","e.washingtonpost.com","The Switch: Apple's congressional testimony: 'Dangerous precedent' would weaken all iPhones","100.00","0.00","0.00","0.00","100.00","96.55","3.45","3.57","0.00","51.79","100.00","0.00","25.00","0.00","75.00","","","","","","1","58","4","0","63","858873","180440","96.83","4.92","0.00","54.10","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/4cd773cd-92a0-4c61-89d5-eec4c0dcfcbd.jpg",,"panel","0","0","0","0","SailThru","Nash Holdings LLC","P.O. Box 94314","","Seattle","WA","98124","+1 206-812-8767","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|204.153.121.10|173.228.155.149|173.228.155.53|173.228.155.20"
"02/29/2016","dailybrief@huffingtonpost.com","huffingtonpost.com","Macedonian Police Fire Tear Gas On Migrants And Refugees Storming Border","100.00","0.00","12.50","12.50","25.00","91.47","8.53","9.32","1.69","62.71","100.00","0.00","11.11","11.11","33.33","100.00","0.00","0.00","0.00","100.00","8","129","9","1","147","858873","421027","92.52","9.56","2.94","58.82","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/e46b1ed1-7dd1-478f-b60c-cfe6c5fe7405.jpg",,"panel","0","0","0","0","SailThru","AOL LLC","770 Broadway","","New York","NY","10003","(212) 652-6400","","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.173|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.53|173.228.155.20"
"02/29/2016","capitalandconflict@moneyweek.com","moneyweek.com","Buffett’s secret to limitless success","100.00","0.00","","","","100.00","0.00","8.33","0.00","50.00","","","","","","","","","","","1","12","0","0","13","858873","37233","100.00","7.69","0.00","46.15","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/786db4e9-e23f-4747-b8be-4e2c0947e83b.jpg","http://app.emailanalyst.com/rest/secure/email/body/786db4e9-e23f-4747-b8be-4e2c0947e83b","seed+panel","6","0","2","0","","MoneyWeek","Sea Containers House","7th Floor, 20 Upper Ground","London","","SE1 9JD","0207 633 3780","","208.250.48.98"
"02/29/2016","newsletter@mail.observer.com","mail.observer.com","Short List / Empirical Positivity","100.00","0.00","0.00","0.00","50.00","93.75","6.25","3.33","0.00","30.00","100.00","0.00","0.00","0.00","20.00","100.00","0.00","","","","2","32","5","2","41","858873","117429","95.12","2.56","0.00","28.21","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/965db7c0-f0e5-4735-aeac-fc53ac7725c7.jpg","http://app.emailanalyst.com/rest/secure/email/body/965db7c0-f0e5-4735-aeac-fc53ac7725c7","seed+panel","53","2","43","2","SailThru","Observer Media","321 W. 44th Street","6th Floor","New York","NY","10021","(212) 755-2400","","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.53|173.228.155.20"
